ID,Program Name,Link,Program Type,Project Name,Recipient Region (if applicable),MEA Award,Total Project Cost,Sector,Capacity,Capacity Units,Electricity Reduction (kWh),Technology,CO2 Emissions Reductions (metric tons),Date,Notes,Legislative District,Congressional District,County
RCEGP002372,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,21000,Residential,5.64,kW,,Solar PV,3.35016,11/30/2012 12:00:00 AM,,,,
RCEGP002373,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,41790,Residential,8.4,kW,,Solar PV,4.9896,10-04-2012 00:00,,,,
RCEGP002374,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,30250,Residential,5,ton,,Geothermal,2.343825,10-04-2012 00:00,,,,
RCEGP002375,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,28098.75,Residential,4,ton,,Geothermal,1.87506,10-08-2014 00:00,,,,
RCEGP002376,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,44064,Residential,8.64,kW,,Solar PV,5.13216,06/17/2014 12:00:00 AM,,,,
RCEGP002377,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,33304,Residential,5,ton,,Geothermal,2.343825,06/16/2011 12:00:00 AM,,,,
RCEGP002378,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,12900,Residential,54,sqft,,Solar Hot Water,1.44342,01/17/2012 12:00:00 AM,,,,
RCEGP002379,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5860,36852.8,Residential,6.48,kW,,Solar PV,3.84912,10-01-2010 00:00,,,,
RCEGP002380,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,39900,Residential,5,ton,,Geothermal,2.343825,07/22/2013 12:00:00 AM,,,,
RCEGP002381,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,52375,Residential,12.5,kW,,Solar PV,7.425,07/18/2012 12:00:00 AM,,,,
RCEGP002382,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,25085,Residential,5,ton,,Geothermal,2.343825,04/24/2014 12:00:00 AM,,,,
RCEGP002383,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4750,34400,Residential,5,kW,,Solar PV,2.97,05-07-2010 00:00,,,,
RCEGP002384,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3762.5,51393,Residential,7.525,kW,,Solar PV,4.46985,07-12-2011 00:00,,,,
RCEGP002385,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,21591,Residential,4,ton,,Geothermal,1.87506,01/17/2012 12:00:00 AM,,,,
RCEGP002386,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,13800,Residential,54,sqft,,Solar Hot Water,1.44342,01-09-2013 00:00,,,,
RCEGP002387,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,10000,65820,Residential,7.4,kW,,Solar PV,4.3956,04/13/2009 12:00:00 AM,,,,
RCEGP002388,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,30750,Residential,7.5,kW,,Solar PV,4.455,02/25/2014 12:00:00 AM,,,,
RCEGP002389,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,29649,Residential,5,ton,,Geothermal,2.343825,02/20/2014 12:00:00 AM,,,,
RCEGP002390,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1575,20000,Residential,3.15,kW,,Solar PV,1.8711,04/25/2011 12:00:00 AM,,,,
RCEGP002391,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,11621,Residential,48,sqft,,Solar Hot Water,1.28304,07-01-2010 00:00,,,,
RCEGP002392,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,31765,Residential,5,ton,,Geothermal,2.343825,01/17/2012 12:00:00 AM,,,,
RCEGP002393,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4275,28120,Residential,3.42,kW,,Solar PV,2.03148,07/17/2009 12:00:00 AM,,,,
RCEGP002394,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3552,25650,Residential,4.1,kW,,Solar PV,2.4354,11-01-2010 00:00,,,,
RCEGP002395,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5170,78377,Residential,10.34,kW,,Solar PV,6.14196,03-05-2012 00:00,,,,
RCEGP002396,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,7590,61369.95,Residential,15.18,kW,,Solar PV,9.01692,06/16/2011 12:00:00 AM,,,,
RCEGP002397,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,11976,Residential,3,ton,,Geothermal,1.406295,04-11-2011 00:00,,,,
RCEGP002398,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,19107.2,Residential,3.52,kW,,Solar PV,2.09088,04/29/2013 12:00:00 AM,,,,
RCEGP002399,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,27280,Residential,3.975,kW,,Solar PV,2.36115,10/28/2014 12:00:00 AM,,,,
RCEGP012591,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,10000,34866.45,Residential,4.05,kW,,Solar PV,2.4057,,,,,
RCEGP002400,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,18572,Residential,3,ton,,Geothermal,1.406295,11-02-2009 00:00,,,,
RCEGP002401,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,21000,Residential,3,ton,,Geothermal,1.406295,05/17/2013 12:00:00 AM,,,,
RCEGP002402,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,27582.39,Residential,6.61,kW,,Solar PV,3.92634,06-04-2014 00:00,,,,
RCEGP002403,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,46783,Residential,5,ton,,Geothermal,2.343825,07-12-2011 00:00,,,,
RCEGP002404,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2937.5,59940,Residential,5.875,kW,,Solar PV,3.48975,10/31/2011 12:00:00 AM,,,,
RCEGP002405,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,12500,Residential,27,sqft,,Solar Hot Water,0.72171,09/20/2012 12:00:00 AM,,,,
RCEGP002406,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,10000,52388,Residential,6.08,kW,,Solar PV,3.61152,04/13/2009 12:00:00 AM,,,,
RCEGP002407,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,26000,Residential,5,ton,,Geothermal,2.343825,08-03-2010 00:00,,,,
RCEGP002408,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,28184,Residential,7.68,kW,,Solar PV,4.56192,02/25/2013 12:00:00 AM,,,,
RCEGP002409,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,30439,Residential,4,ton,,Geothermal,1.87506,10/21/2013 12:00:00 AM,,,,
RCEGP002410,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,39969,Residential,4,ton,,Geothermal,1.87506,03/28/2012 12:00:00 AM,,,,
RCEGP002411,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,14655,Residential,4,ton,,Geothermal,1.87506,10/23/2009 12:00:00 AM,,,,
RCEGP002412,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,24986,Residential,3,ton,,Geothermal,1.406295,03/19/2014 12:00:00 AM,,,,
RCEGP002413,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,56350,Residential,11.27,kW,,Solar PV,6.69438,09-03-2013 00:00,,,,
RCEGP002414,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,78974,Residential,7,ton,,Geothermal,3.281355,04/23/2010 12:00:00 AM,,,,
RCEGP002415,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,30250,Residential,9.9,kW,,Solar PV,5.8806,08/28/2014 12:00:00 AM,,,,
RCEGP002416,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,28488,Residential,3,ton,,Geothermal,1.406295,08-03-2011 00:00,,,,
RCEGP002417,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,8999,Residential,75,sqft,,Solar Hot Water,2.00475,01/19/2010 12:00:00 AM,,,,
RCEGP002418,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,10000,37462.5,Residential,4.05,kW,,Solar PV,2.4057,04/13/2009 12:00:00 AM,,,,
RCEGP002419,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,41040,Residential,7,ton,,Geothermal,3.281355,09-09-2009 00:00,,,,
RCEGP002420,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,10000,34000,Residential,4.08,kW,,Solar PV,2.42352,02-05-2009 00:00,,,,
RCEGP002421,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,16255,Residential,2,ton,,Geothermal,0.93753,06/15/2010 12:00:00 AM,,,,
RCEGP002422,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,19655,Residential,3,ton,,Geothermal,1.406295,11/30/2010 12:00:00 AM,,,,
RCEGP002423,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,26715,Residential,3,ton,,Geothermal,1.406295,07/21/2014 12:00:00 AM,,,,
RCEGP002424,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,8875,47171,Residential,7.88,kW,,Solar PV,4.68072,05-07-2010 00:00,,,,
RCEGP002425,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,11700,Residential,80,sqft,,Solar Hot Water,2.1384,05-07-2010 00:00,,,,
RCEGP002426,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2025,21262.5,Residential,4.05,kW,,Solar PV,2.4057,10/14/2011 12:00:00 AM,,,,
RCEGP002427,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1175,18753,Residential,2.35,kW,,Solar PV,1.3959,02/16/2012 12:00:00 AM,,,,
RCEGP002428,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,27087.45,Residential,5,ton,,Geothermal,2.343825,09-07-2010 00:00,,,,
RCEGP002429,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,36250,Residential,7,ton,,Geothermal,3.281355,03-05-2012 00:00,,,,
RCEGP002430,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,45313,Residential,6,ton,,Geothermal,2.81259,08-03-2011 00:00,,,,
RCEGP002431,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,40334,Residential,4,ton,,Geothermal,1.87506,01/17/2012 12:00:00 AM,,,,
RCEGP002432,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,13867,Residential,3,ton,,Geothermal,1.406295,01-08-2013 00:00,,,,
RCEGP002433,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,6860,65520,Residential,13.72,kW,,Solar PV,8.14968,01/17/2012 12:00:00 AM,,,,
RCEGP002434,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,40800,Residential,6,ton,,Geothermal,2.81259,04-11-2011 00:00,,,,
RCEGP002435,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,31044,Residential,6.24,kW,,Solar PV,3.70656,04/29/2013 12:00:00 AM,,,,
RCEGP002436,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,17821,Residential,2,kW,,Solar PV,1.188,05/29/2013 12:00:00 AM,,,,
RCEGP002437,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,44076.6,Residential,8.46,kW,,Solar PV,5.02524,07/18/2012 12:00:00 AM,,,,
RCEGP002438,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2660,25802,Residential,5.32,kW,,Solar PV,3.16008,02/28/2012 12:00:00 AM,,,,
RCEGP002439,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,8499,Residential,44,sqft,,Solar Hot Water,1.17612,02/28/2012 12:00:00 AM,,,,
RCEGP002440,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,36750,Residential,7.35,kW,,Solar PV,4.3659,12-04-2013 00:00,,,,
RCEGP002441,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2350,35626,Residential,4.7,kW,,Solar PV,2.7918,02/15/2012 12:00:00 AM,,,,
RCEGP002442,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,43617,Residential,5,ton,,Geothermal,2.343825,07/21/2014 12:00:00 AM,,,,
RCEGP002443,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,37440,Residential,8.32,kW,,Solar PV,4.94208,02/13/2013 12:00:00 AM,,,,
RCEGP002444,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,24650,Residential,4,ton,,Geothermal,1.87506,07/30/2014 12:00:00 AM,,,,
RCEGP002445,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,29076,Residential,6.96,kW,,Solar PV,4.13424,06/13/2012 12:00:00 AM,,,,
RCEGP002446,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,29895.41,Residential,3,ton,,Geothermal,1.406295,04/30/2013 12:00:00 AM,,,,
RCEGP002447,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,4449.43,Residential,42130,BTUs/hr,,Wood Burning Stove,,07/22/2014 12:00:00 AM,,,,
RCEGP002448,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,22840,Residential,3,ton,,Geothermal,1.406295,05-04-2011 00:00,,,,
RCEGP002449,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,22145,Residential,5.6,ton,,Geothermal,2.625084,04/25/2011 12:00:00 AM,,,,
RCEGP002450,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,10500,Residential,54,sqft,,Solar Hot Water,1.44342,06/16/2011 12:00:00 AM,,,,
RCEGP002451,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,19870,Residential,2,ton,,Geothermal,0.93753,08/28/2014 12:00:00 AM,,,,
RCEGP002452,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,28307.34,Residential,4,ton,,Geothermal,1.87506,03-05-2012 00:00,,,,
RCEGP002453,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,25000,Residential,5,ton,,Geothermal,2.343825,05-03-2010 00:00,,,,
RCEGP002454,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,80589,Residential,17.658,kW,,Solar PV,10.488852,07/29/2013 12:00:00 AM,,,,
RCEGP002455,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,25925,Residential,7,kW,,Solar PV,4.158,11/28/2012 12:00:00 AM,,,,
RCEGP002456,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,6000,18500,Residential,2.4,kW,,Wind,0,07/22/2009 12:00:00 AM,,,,
RCEGP002457,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1035,16083.9,Residential,2.07,kW,,Solar PV,1.22958,07-12-2011 00:00,,,,
RCEGP002458,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,56210,Residential,9,ton,,Geothermal,4.218885,06/15/2010 12:00:00 AM,,,,
RCEGP002459,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,25000,Residential,4,ton,,Geothermal,1.87506,02/19/2010 12:00:00 AM,,,,
RCEGP002460,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,19500,Residential,4,ton,,Geothermal,1.87506,07-12-2011 00:00,,,,
RCEGP002461,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,16058.5,Residential,4,ton,,Geothermal,1.87506,06/25/2012 12:00:00 AM,,,,
RCEGP002462,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2377.8,7926,Residential,50,sqft,,Solar Hot Water,1.3365,08-02-2010 00:00,,,,
RCEGP002463,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,38227,Residential,4,ton,,Geothermal,1.87506,08/21/2009 12:00:00 AM,,,,
RCEGP002464,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,25386.9,Residential,5.39,kW,,Solar PV,3.20166,03/28/2014 12:00:00 AM,,,,
RCEGP002465,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,10000,Residential,60,sqft,,Solar Hot Water,1.6038,04/16/2012 12:00:00 AM,,,,
RCEGP002466,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,65020.8,Residential,12.48,kW,,Solar PV,7.41312,05/29/2012 12:00:00 AM,,,,
RCEGP002467,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2850,29925,Residential,5.7,kW,,Solar PV,3.3858,01/17/2012 12:00:00 AM,,,,
RCEGP002468,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2760,27500,Residential,5.52,kW,,Solar PV,3.27888,01/17/2012 12:00:00 AM,,,,
RCEGP002469,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,26420,Residential,3,ton,,Geothermal,1.406295,10-01-2014 00:00,,,,
RCEGP002470,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,32320,Residential,9,kW,,Solar PV,5.346,12-12-2013 00:00,,,,
RCEGP002471,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1645,19740,Residential,3.29,kW,,Solar PV,1.95426,10/14/2011 12:00:00 AM,,,,
RCEGP002472,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5725,34965,Residential,4.72,kW,,Solar PV,2.80368,09-08-2009 00:00,,,,
RCEGP002473,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,15613,Residential,3,ton,,Geothermal,1.406295,04-07-2011 00:00,,,,
RCEGP002474,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1500,28932,Residential,3,kW,,Solar PV,1.782,07-12-2011 00:00,,,,
RCEGP002475,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,16000,Residential,2,kW,,Solar PV,1.188,05/29/2013 12:00:00 AM,,,,
RCEGP002476,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,41480,Residential,6,ton,,Geothermal,2.81259,11/25/2014 12:00:00 AM,,,,
RCEGP002477,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,24397.8,Residential,5.18,kW,,Solar PV,3.07692,11-05-2013 00:00,,,,
RCEGP002478,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,24300,Residential,5,ton,,Geothermal,2.343825,09/23/2014 12:00:00 AM,,,,
RCEGP002479,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,35671,Residential,5,ton,,Geothermal,2.343825,03/28/2012 12:00:00 AM,,,,
RCEGP002480,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,7800,Residential,80,sqft,,Solar Hot Water,2.1384,01/17/2012 12:00:00 AM,,,,
RCEGP002481,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,6012.5,10638,Residential,12.025,kW,,Solar PV,7.14285,02/16/2012 12:00:00 AM,,,,
RCEGP002482,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,47775,Residential,9.56,kW,,Solar PV,5.67864,12-12-2013 00:00,,,,
RCEGP002483,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2500,11200,Residential,50,sqft,,Solar Hot Water,1.3365,01/19/2010 12:00:00 AM,,,,
RCEGP002484,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,39600,Residential,9.6,kW,,Solar PV,5.7024,04/16/2012 12:00:00 AM,,,,
RCEGP002485,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,32511,Residential,5,ton,,Geothermal,2.343825,03-05-2012 00:00,,,,
RCEGP002486,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,19334,Residential,3,ton,,Geothermal,1.406295,04-03-2014 00:00,,,,
RCEGP002487,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,30500,Residential,8.96,kW,,Solar PV,5.32224,11/19/2014 12:00:00 AM,,,,
RCEGP002488,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,31824,Residential,6.24,kW,,Solar PV,3.70656,06-05-2013 00:00,,,,
RCEGP002489,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,10000,Residential,48,sqft,,Solar Hot Water,1.28304,07/30/2014 12:00:00 AM,,,,
RCEGP002490,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,25432,Residential,3,kW,,Solar PV,1.782,07/30/2014 12:00:00 AM,,,,
RCEGP002491,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,30610,Residential,4,ton,,Geothermal,1.87506,10/22/2009 12:00:00 AM,,,,
RCEGP002492,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,28835,Residential,4,ton,,Geothermal,1.87506,08-03-2010 00:00,,,,
RCEGP002493,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,13800,Residential,54,sqft,,Solar Hot Water,1.44342,06/13/2012 12:00:00 AM,,,,
RCEGP002494,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,4042.5,37191,Residential,8.085,kW,,Solar PV,4.80249,12/20/2011 12:00:00 AM,,,,
RCEGP002495,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,10000,Residential,1,kW,,Solar PV,0.594,02/28/2012 12:00:00 AM,,,,
RCEGP002496,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1460,7300,Residential,64,sqft,,Solar Hot Water,1.71072,05-04-2011 00:00,,,,
RCEGP002497,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3218.75,27020,Residential,2.58,kW,,Solar PV,1.53252,07/17/2009 12:00:00 AM,,,,
RCEGP002498,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,600,3730,Residential,34400,BTUs/hr,,Wood Burning Stove,,05-08-2013 00:00,,,,
RCEGP012592,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,10000,47820,Residential,5.52,kW,,Solar PV,3.27888,,,,,
RCEGP002499,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,30032,Residential,3.885,kW,,Solar PV,2.30769,02/16/2012 12:00:00 AM,,,,
RCEGP002500,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1400,7000,Residential,50,sqft,,Solar Hot Water,1.3365,12/15/2010 12:00:00 AM,,,,
RCEGP002501,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,40928,Residential,12.42,kW,,Solar PV,7.37748,04/24/2014 12:00:00 AM,,,,
RCEGP002502,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5560,49678,Residential,5.6,kW,,Solar PV,3.3264,08-02-2010 00:00,,,,
RCEGP002503,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,700,5607,Residential,28200,BTUs/hr,,Wood Burning Stove,,10/27/2014 12:00:00 AM,,,,
RCEGP002504,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,2000,42000,Residential,7,ton,,Geothermal,3.281355,10/28/2011 12:00:00 AM,,,,
RCEGP002505,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,5578.75,38732,Residential,6.11,kW,,Solar PV,3.62934,09-01-2010 00:00,,,,
RCEGP002506,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,1000,12693.45,Residential,2.695,kW,,Solar PV,1.60083,09-03-2013 00:00,,,,
RCEGP002507,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,500,12900,Residential,54,sqft,,Solar Hot Water,1.44342,02/28/2012 12:00:00 AM,,,,
RCEGP002508,Residential Clean Energy Grants,http://energy.maryland.gov/Residential/cleanenergygrants/,Grant,,,3000,40650,Residential,6,ton,,Geothermal,2.81259,11/30/2010 12:00:00 AM,,,,
